id,Cursor,Amp,Width,ErrorRate,aligned(ErrorRate) for Cursor,aligned(ErrorRate) for Amp,aligned(ErrorRate) for Cursor*Amp,aligned(ErrorRate) for Width,aligned(ErrorRate) for Cursor*Width,aligned(ErrorRate) for Amp*Width,aligned(ErrorRate) for Cursor*Amp*Width,ART(ErrorRate) for Cursor,ART(ErrorRate) for Amp,ART(ErrorRate) for Cursor*Amp,ART(ErrorRate) for Width,ART(ErrorRate) for Cursor*Width,ART(ErrorRate) for Amp*Width,ART(ErrorRate) for Cursor*Amp*Width
9,3,2,1,0.15,-0.0224452923217297620039682539,-0.0021770369932825943452380952,-0.0103067869456497624007936508,0.0371699580156153232142857143,-0.0276680578403405990079365079,-0.0027084669133265166666666666,-0.0151929041614192408730158731,481,578,541,724,464,568,517
9,3,2,2,0.1,-0.0345171386041023727182539682,-0.0142488832756552050595238095,-0.0223786332280223731150793651,-0.0274751770826516967261904761,-0.0213843082319420635912698414,-0.0233333279714168083333333334,-0.0224221964605782968253968253,407,502,478,470,486,470,454
9,3,2,3,0.1,0.0218216249715033201388888889,0.0420898802999504877976190476,0.0339601303475833197420634920,-0.0168480808494215479166666667,0.0418990661558247411706349206,0.0188884949682854035714285714,0.0304618007055396162698412698,656.5,716.5,716.5,532.5,736.5,651.5,684.5
9,3,3,1,0.2,0.0039847533807617594246031747,0.0464742937850107869047619049,0.0159886446067200992063492063,0.0636000037181068446428571429,-0.0012380121378490775793650793,0.0289382886405083038690476190,0.0075037150615572600198412699,589.5,739.5,636.5,775.5,575.5,691.5,615.5
9,3,3,2,0.111111111111111,-0.0524160525556479905753968253,-0.0099265121513989630952380951,-0.0404121613296896507936507937,-0.0453740910341973145833333332,-0.0392832221834876814484126985,-0.0400056610102636413690476191,-0.0346243371878462816468253967,330,522,403,390,415,382,428
9,3,3,3,0.0555555555555556,-0.0363028528898165834325396825,0.0061866875144324440476190477,-0.0242989616638582436507936509,-0.0749725587107414514880952381,-0.0162254117054951624007936508,-0.0456792736570765839285714286,-0.0296260239005428998015873016,400,609,468,238,509,371,443
9,4,1,1,0.1,-0.0033959328118439596230158729,-0.0356512545311749532738095237,0.0255814517562637453373015872,0.0587342855009954339285714286,0.0034188506072489628968253968,-0.0175838194666285479166666667,0.0049537966972868308531746033,551,447,678,766,582,497,605
9,4,1,2,0.1,0.0195050696944217368055555556,-0.0127502520249092568452380952,0.0484824542625294417658730157,0.0290619991913667211309523810,0.0291512422455589102182539681,0.0264133415297170247023809522,0.0335995378910571129960317462,644.5,515.5,755.5,691.5,685.5,675.5,698.5
9,4,1,3,0,-0.0791060414166893739087301586,-0.1113613631360203675595238094,-0.0501286568485816689484126985,-0.1152607792621199336309523809,-0.0600345874225656516865079365,-0.0362940166328462553571428571,-0.0660178291581017224206349206,180.5,102.5,346.5,95.5,297.5,391.5,248.5
9,4,2,1,0.1,-0.0756390405812674953373015872,-0.0528558172773260193452380952,-0.0690761060768109802579365080,-0.0135088222684281017857142857,-0.0688242571621745728174603175,-0.0533872471973699416666666666,-0.0641099783010165908730158730,217,339,230,548,244,319,288
9,4,2,2,0,-0.1210546629705741096230158729,-0.0982714396666326336309523809,-0.1144917284661175945436507937,-0.1114977334736291252976190475,-0.1114084904194369362103174604,-0.1073558843623942369047619048,-0.1058150638414487515873015872,59.5,134.5,78.5,119.5,82.5,94.5,84.5
9,4,2,3,0.1,0.0358245141388661689484126985,0.0586077374428076449404761905,0.0423874486433226840277777777,-0.0003302237065643907738095238,0.0548959681329898911706349206,0.0354063521111425607142857143,0.0445882626938437246031746032,715,787,747,604,758,731,748
9,4,3,1,0.15,-0.0506307477904669560515873015,-0.005626239410723620238095238,-0.0506386568986773579365079366,0.011499470522372437500000000,-0.0438159643713740335317460318,-0.0231622445552261032738095239,-0.0349771296154948328373015872,351.5,556.5,335.5,647.5,382.5,473.5,426.5
9,4,3,2,0.1,-0.0288904288558755631944444444,0.0161140795238677726190476191,-0.0288983379640859650793650795,-0.0193334993589305788690476190,-0.0192442563047383897817460319,-0.0139650693349969056547619049,-0.0226920862172824792658730158,429.5,650.5,436.5,513.5,494.5,540.5,449.5
9,4,3,3,0.0555555555555556,-0.0227437816004821453373015872,0.0222607267792611904761904763,-0.0227516907086925472222222223,-0.0588985194459127050595238095,-0.0036723276063584231150793651,-0.0296052343922478375000000000,-0.0090633324496935343253968254,478,667,475,341,571,439,553
10,1,1,1,0,-0.0854348536467436838293650793,-0.1548137440884013282738095237,-0.1294131835213399566468253969,-0.0604282040562309410714285714,-0.0815193527510856033730158730,-0.1367463090238549229166666667,-0.1305619125035543016865079364,135,12,54,335,157,40,58
10,1,1,2,0,-0.0481228235715557374007936508,-0.1175017140132133818452380952,-0.0921011534461520102182539684,-0.0756894627969374038690476190,-0.0780093471329834750992063493,-0.0783381204585871002976190478,-0.0652827577206539504960317459,368.5,56.5,126.5,234.5,167.5,198.5,266.5
10,1,1,3,0.0500000000000001,0.0280572098453199054563492064,-0.0413216805963377389880952380,-0.0159211200292763673611111112,-0.0452210967224373050595238095,-0.0218100636915365715277777778,0.0337456659068363732142857143,0.0145059066486026021825396826,693,416,505,396,477,709,633
10,1,2,1,0.0500000000000001,-0.1759856353629388588293650793,-0.1903259807813240336309523809,-0.1951530851106305631944444444,-0.1509789857724261160714285714,-0.1720701344672807783730158730,-0.1908574107013679559523809523,-0.1968510176924133817460317461,8,3,4,8,19,3,3
10,1,2,2,0.1,-0.0243132997620318981150793650,-0.0386536451804170729166666666,-0.0434807495097236024801587301,-0.0518799389874135645833333332,-0.0541998233234596358134920635,-0.0477380898761786761904761905,-0.0519226896437155734126984127,457.5,438.5,389.5,362.5,328.5,349.5,343.5
10,1,2,3,0.1,0.0552501923014601268849206350,0.0409098468830749520833333334,0.0360827425537684225198412699,-0.0180281142662970836309523809,0.0053829187646036499007936508,0.0177084615514098678571428572,0.0278866683099921908730158730,765,703,729,519,592,638,675
10,1,3,1,0.0588235294117647,-0.2120945613588064945436507936,-0.2042136217013898095238095237,-0.2247870779391446515873015874,-0.1870879117682937517857142857,-0.2081790604631484140873015873,-0.2217496268458922925595238096,-0.2219404163751474879960317459,2,2,2,2,2,2,2
10,1,3,2,0.15,-0.0007765166277255195436507936,0.0071044230296911654761904763,-0.0134690332080636765873015874,-0.0283431558531071860119047618,-0.0306630401891532572420634921,-0.0229747258291735127976190477,-0.0318454887995697653769841269,564.5,611.5,527.5,464.5,450.5,475.5,430.5
10,1,3,3,0.0500000000000001,-0.0094427901546801374007936508,-0.0015618504972634523809523809,-0.0221353067350182944444444446,-0.0827210967224373479166666667,-0.0593100636915366143849206350,-0.0534278116687724803571428572,-0.0443662591691210323412698412,534,583,482,206,305,316,385
10,2,1,1,0.0500000000000001,-0.0576775553048956409722222222,-0.0976708869455440997023809523,-0.0465217194342396268849206350,-0.003285346913373712500000000,-0.0631850741010358069444444444,-0.0796034518809976943452380953,-0.0381163821539806850198412698,317.5,140.5,370.5,580.5,280.5,191.5,404.5
10,2,1,2,0,-0.0742189086883544016865079365,-0.1142122403290028604166666666,-0.0630630728176983875992063493,-0.0723999891127268824404761904,-0.0671113880502241465277777779,-0.0750486467743765788690476192,-0.0692542912624366731150793649,228,74,280,244,251,206,217
10,2,1,3,0.0500000000000001,-0.0008498242124586766865079365,-0.0408431558531071354166666666,0.0103060116581973374007936507,-0.0447425719792067014880952381,0.0098685541459526570436507937,0.0342241906500669767857142857,-0.0130572345888899382936507937,558,426,625,406,611,718,540
10,2,2,1,0,-0.1709887131013476695436507936,-0.1559434997187236586309523809,-0.1705227032341924798611111111,-0.1165965047098257410714285714,-0.1764962318974878355158730158,-0.1564749296387675809523809523,-0.1689047812124345722222222223,20,6,11,88,17,13,13
10,2,2,2,0.0500000000000001,-0.0706683656641270445436507936,-0.0556231522815030336309523809,-0.0702023557969718548611111111,-0.0688494460884995252976190475,-0.0635608450259967893849206350,-0.0647075969772646369047619048,-0.0703935170550928031746031745,258.5,327.5,225.5,272.5,265.5,266.5,197.5
10,2,2,3,0,-0.0741353664995490409722222222,-0.0590901531169250300595238095,-0.0736693566323938512896825397,-0.1180281142662970657738095238,-0.0634169881411377072420634920,-0.0822915384485901142857142857,-0.0641757667970949567460317461,236.5,294.5,190.5,73.5,272.5,173.5,282.5
10,2,3,1,0,-0.1872465758955881302579365079,-0.1499800774371622595238095237,-0.1865500414329979111111111112,-0.1328543675040662017857142857,-0.1927540946917282962301587301,-0.1675160825816647425595238096,-0.1965733007350147606150793650,6,28,6,23,6,10,5
10,2,3,2,0,-0.1511508218044780302579365079,-0.1138843233460521595238095237,-0.1504542873418878111111111112,-0.1493319022288505110119047618,-0.1440433011663477750992063493,-0.1439634722049168377976190477,-0.1440719076390285772817460316,26.5,80.5,34.5,10.5,32.5,32.5,35.5
10,2,3,3,0,-0.0947504765786683624007936508,-0.0574839781202424916666666666,-0.0940539421160781432539682541,-0.1386432243454163872023809524,-0.0840320982202570286706349206,-0.1093499392917515196428571429,-0.0801842857042897621031746032,113.5,311.5,116.5,16.5,150.5,89.5,162.5
10,3,1,1,0.0500000000000001,-0.0326374393559819548611111111,-0.0674077290508072568452380952,-0.0287923299201494010912698414,0.0269778109813631303571428571,-0.0378602048745927918650793651,-0.0493402939862608514880952382,-0.0154212831592170834325396825,413,245,442,683,421,337,502
10,3,1,2,0,-0.0504005972507189048611111111,-0.0851708869455442068452380952,-0.0465554878148863510912698414,-0.0433586357292682288690476190,-0.0372677668785585957341269843,-0.0460072933909179252976190478,-0.0522997487241737965277777776,359,214,360,418,431,363,333
10,3,1,3,0,-0.0621069464570681084325396825,-0.0968772361518934104166666666,-0.0582618370212355546626984128,-0.1007766522779929764880952381,-0.0420295052727466874007936508,-0.0218098896487192982142857143,-0.0494364451425071950396825397,294,155,295,139,396,485,354
10,3,2,1,0.1,-0.0724452923217297620039682539,-0.0521770369932825943452380952,-0.0603067869456497624007936508,-0.0128300419843846767857142857,-0.0776680578403405990079365079,-0.0527084669133265166666666666,-0.0651929041614192408730158731,242,343,287,552,172,322,271
10,3,2,2,0.0500000000000001,-0.0845171386041022727182539682,-0.0642488832756551050595238095,-0.0723786332280222731150793651,-0.0774751770826515967261904761,-0.0713843082319419635912698414,-0.0733333279714167083333333334,-0.0724221964605781968253968253,145,256,202,222,214,229,182
10,3,2,3,0.0500000000000001,-0.0281783750284965798611111111,-0.0079101197000494122023809524,-0.0160398696524165802579365080,-0.0668480808494214479166666667,-0.0081009338441751588293650794,-0.0311115050317144964285714286,-0.0195381992944602837301587302,443,544,498,296,554,431,474
10,3,3,1,0,-0.1960152466192382405753968253,-0.1535257062149892130952380951,-0.1840113553932799007936507937,-0.1363999962818931553571428571,-0.2012380121378490775793650793,-0.1710617113594916961309523810,-0.1924962849384427399801587301,4,16,8,21,3,8,7
10,3,3,2,0.166666666666667,0.0031395029999080094246031747,0.0456290434041570369047619049,0.0151433942258663492063492063,0.0101814645213586854166666668,0.0162723333720683185515873015,0.0155498945452923586309523809,0.0209312183677097183531746033,587,735,634,640,643,636,667
10,3,3,3,0,-0.0918584084453721834325396825,-0.0493688680411231559523809523,-0.0798545172194138436507936509,-0.1305281142662970514880952381,-0.0717809672610507624007936508,-0.1012348292126321839285714286,-0.0851815794560984998015873016,121,367,145,39,204,117,142
10,4,1,1,0,-0.1033959328118439596230158729,-0.1356512545311749532738095237,-0.0744185482437362546626984128,-0.0412657144990045660714285714,-0.0965811493927510371031746032,-0.1175838194666285479166666667,-0.0950462033027131691468253967,90,47,184,428,110,68,104
10,4,1,2,0.1,0.0195050696944217368055555556,-0.0127502520249092568452380952,0.0484824542625294417658730157,0.0290619991913667211309523810,0.0291512422455589102182539681,0.0264133415297170247023809522,0.0335995378910571129960317462,644.5,515.5,755.5,691.5,685.5,675.5,698.5
10,4,1,3,0.0500000000000001,-0.0291060414166892739087301586,-0.0613613631360202675595238094,-0.0001286568485815689484126985,-0.0652607792621198336309523809,-0.0100345874225655516865079365,0.0137059833671538446428571429,-0.0160178291581016224206349206,426,280,576,305,535,627,497
10,4,2,1,0.0500000000000001,-0.1256390405812673953373015872,-0.1028558172773259193452380952,-0.1190761060768108802579365080,-0.0635088222684280017857142857,-0.1188242571621744728174603175,-0.1033872471973698416666666666,-0.1141099783010164908730158730,55,129,73,318,63,111,79
10,4,2,2,0.1,-0.0210546629705741096230158729,0.0017285603333673663690476191,-0.0144917284661175945436507937,-0.0114977334736291252976190475,-0.0114084904194369362103174604,-0.0073558843623942369047619048,-0.0058150638414487515873015872,500.5,594.5,512.5,558.5,529.5,552.5,557.5
10,4,2,3,0.0500000000000001,-0.0141754858611337310515873015,0.0086077374428077449404761905,-0.0076125513566772159722222223,-0.0503302237065642907738095238,0.0048959681329899911706349206,-0.0145936478888573392857142857,-0.0054117373061561753968253968,519,617,556,380,587,535,564
10,4,3,1,0.0500000000000001,-0.1506307477904668560515873015,-0.105626239410723520238095238,-0.1506386568986772579365079366,-0.088500529477627462500000000,-0.1438159643713739335317460318,-0.1231622445552260032738095239,-0.1349771296154947328373015872,32,111,31,197,36,56,47
10,4,3,2,0,-0.1288904288558755631944444444,-0.0838859204761322273809523809,-0.1288983379640859650793650795,-0.1193334993589305788690476190,-0.1192442563047383897817460319,-0.1139650693349969056547619049,-0.1226920862172824792658730158,49,223,60,54,59,82,65
10,4,3,3,0.0500000000000001,-0.0282993371560376453373015872,0.0167051712237056904761904763,-0.0283072462642480472222222223,-0.0644540750014682050595238095,-0.0092278831619139231150793651,-0.0351607899478033375000000000,-0.0146188880052490343253968254,435.5,656.5,450.5,310.5,546.5,401.5,523.5
11,1,1,1,0.25,0.1645651463532563161706349207,0.0951862559115986717261904763,0.1205868164786600433531746031,0.1895717959437690589285714286,0.1684806472489143966269841270,0.1132536909761450770833333333,0.1194380874964456983134920636,945.5,853.5,896.5,947.5,948.5,880.5,899.5
11,1,1,2,0.15,0.1018771764284442625992063492,0.0324982859867866181547619048,0.0578988465538479897817460316,0.0743105372030625961309523810,0.0719906528670165249007936507,0.0716618795414128997023809522,0.0847172422793460495039682541,877.5,676.5,784.5,796.5,806.5,804.5,845.5
11,1,1,3,0.0500000000000001,0.0280572098453199054563492064,-0.0413216805963377389880952380,-0.0159211200292763673611111112,-0.0452210967224373050595238095,-0.0218100636915365715277777778,0.0337456659068363732142857143,0.0145059066486026021825396826,693,416,505,396,477,709,633
11,1,2,1,0.15,-0.0759856353629389588293650793,-0.0903259807813241336309523809,-0.0951530851106306631944444444,-0.0509789857724262160714285714,-0.0720701344672808783730158730,-0.0908574107013680559523809523,-0.0968510176924134817460317461,213.5,192.5,110.5,369.5,184.5,148.5,92.5
11,1,2,2,0.25,0.1256867002379681018849206350,0.1113463548195829270833333334,0.1065192504902763975198412699,0.0981200610125864354166666668,0.0958001766765403641865079365,0.1022619101238213238095238095,0.0980773103562844265873015873,904.5,884.5,886.5,852.5,868.5,870.5,869.5
11,1,2,3,0.2,0.1552501923014601268849206350,0.1409098468830749520833333334,0.1360827425537684225198412699,0.0819718857337029163690476191,0.1053829187646036499007936508,0.1177084615514098678571428572,0.1278866683099921908730158730,938.5,910.5,916.5,819.5,879.5,888.5,908.5
11,1,3,1,0.35,0.0790819092294288054563492064,0.0869628488868454904761904763,0.0663893926490906484126984126,0.1040885588199415482142857143,0.0829974101250868859126984127,0.0694268437423430074404761904,0.0692360542130878120039682541,830.5,825.5,795.5,861.5,838.5,796.5,798.5
11,1,3,2,0.25,0.0992234833722744804563492064,0.1071044230296911654761904763,0.0865309667919363234126984126,0.0716568441468928139880952382,0.0693369598108467427579365079,0.0770252741708264872023809523,0.0681545112004302346230158731,866,874,844,787,800,827,794
11,1,3,3,0.0500000000000001,-0.0094427901546801374007936508,-0.0015618504972634523809523809,-0.0221353067350182944444444446,-0.0827210967224373479166666667,-0.0593100636915366143849206350,-0.0534278116687724803571428572,-0.0443662591691210323412698412,534,583,482,206,305,316,385
